femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,year
FM-5214-CA,5214,CA,FM,2017-10-09 00:00:00+00:00,2018,Fire,2017-10-09 00:00:00+00:00,,2018-01-10T00:00:00.000Z,False,06,095,99095,Solano (County),17126,,2023-05-22T03:41:22.800Z,b395b9653846a34c3a1542a3a672e8092ae246b5,ceeafd0f-ea34-404b-8eb7-a30ad11d8114,2017
FM-5213-CA,5213,CA,FM,2017-09-26 00:00:00+00:00,2017,Fire,2017-09-25 00:00:00+00:00,2017-10-02 00:00:00+00:00,,False,06,059,99059,Orange (County),17118,,2023-05-22T03:41:22.800Z,7df54b4c9580985adc767499a5b32e302268a217,adf13037-d030-47be-b336-2affc2ba4a33,2017
FM-5213-CA,5213,CA,FM,2017-09-26 00:00:00+00:00,2017,Fire,2017-09-25 00:00:00+00:00,2017-10-02 00:00:00+00:00,,False,06,065,99065,Riverside (County),17118,,2023-05-22T03:41:22.800Z,8966167db14f84e8821483b61fb2a0e6f0b5e873,2e66eb26-5925-4fab-bdda-a6ec32cd56de,2017
FM-5212-MT,5212,MT,FM,2017-09-12 00:00:00+00:00,2017,Fire,2017-09-11 00:00:00+00:00,2017-09-15 00:00:00+00:00,2022-12-20T00:00:00.000Z,False,30,000,7225,Blackfeet Indian Reservation,17112,,2023-05-22T03:41:22.800Z,768760e90b0cb58f8dbb6ce4bbea1797ea8ae30a,d9705f6e-4946-44c5-a595-cde09fae7fb0,2017
FM-5212-MT,5212,MT,FM,2017-09-12 00:00:00+00:00,2017,Fire,2017-09-11 00:00:00+00:00,2017-09-15 00:00:00+00:00,2022-12-20T00:00:00.000Z,False,30,073,99073,Pondera (County),17112,,2023-05-22T03:41:22.800Z,05b4532c6ca8d10a80dab83adc866cb685c3a0e8,b5d85043-2fd9-4b49-857b-66248d23ae5d,2017
FM-5212-MT,5212,MT,FM,2017-09-12 00:00:00+00:00,2017,Fire,2017-09-11 00:00:00+00:00,2017-09-15 00:00:00+00:00,2022-12-20T00:00:00.000Z,False,30,099,99099,Teton (County),17112,,2023-05-22T03:41:22.800Z,af6f240891530c19329819b986260ea372d5dbef,738b9b82-3e6c-465f-81a5-84d4f568fa18,2017
FM-5211-MT,5211,MT,FM,2017-09-10 00:00:00+00:00,2017,Fire,2017-09-09 00:00:00+00:00,2017-09-20 00:00:00+00:00,,False,30,053,99053,Lincoln (County),17108,,2023-05-22T03:41:22.800Z,22e48c241cf10790ce32e4d3379adbf9fa2301de,2f63164a-f4c2-4e9c-88e0-aebffa035a7c,2017
FM-5211-MT,5211,MT,FM,2017-09-10 00:00:00+00:00,2017,Fire,2017-09-09 00:00:00+00:00,2017-09-20 00:00:00+00:00,,False,30,089,99089,Sanders (County),17108,,2023-05-22T03:41:22.800Z,5cfa8a5addc0ab4be6205e8f6323e07114c0c1ff,2f8d8916-59f4-4e85-b08e-53fe4bda9470,2017
FM-5210-MT,5210,MT,FM,2017-09-10 00:00:00+00:00,2017,Fire,2017-09-09 00:00:00+00:00,2017-09-18 00:00:00+00:00,2022-12-14T00:00:00.000Z,False,30,089,99089,Sanders (County),17105,,2023-05-22T03:41:22.800Z,0adbb4d11b1fdd55b39874eff015581623af1823,787e3268-c649-47f0-b74a-29675e803018,2017
FM-5209-MT,5209,MT,FM,2017-09-09 00:00:00+00:00,2017,Fire,2017-09-09 00:00:00+00:00,2017-09-21 00:00:00+00:00,2021-12-21T00:00:00.000Z,False,30,053,99053,Lincoln (County),17109,,2023-05-22T03:41:22.800Z,b0b178b819d709623dcdbed7dfeb89b272d7df15,24c4ca39-a600-458d-b0e9-bfa0e6148eae,2017
FM-5208-MT,5208,MT,FM,2017-09-09 00:00:00+00:00,2017,Fire,2017-09-08 00:00:00+00:00,2017-09-16 00:00:00+00:00,,False,30,049,99049,Lewis and Clark (County),17106,,2023-05-22T03:41:22.800Z,e60d2ea6b10ab70b76c049a1ea6c874c294148c9,67b9ba28-3ee1-4fe7-b144-a2df0e9f18cb,2017
FM-5206-UT,5206,UT,FM,2017-09-05 00:00:00+00:00,2017,Fire,2017-09-05 00:00:00+00:00,2017-09-08 00:00:00+00:00,2020-12-17T00:00:00.000Z,False,49,011,99011,Davis (County),17111,,2023-05-22T03:41:22.800Z,ba996977ccc1eedc216355340e78cf3ffe152204,a33033fe-5397-4eb1-bcbf-faae13b4eee8,2017
FM-5206-UT,5206,UT,FM,2017-09-05 00:00:00+00:00,2017,Fire,2017-09-05 00:00:00+00:00,2017-09-08 00:00:00+00:00,2020-12-17T00:00:00.000Z,False,49,057,99057,Weber (County),17111,,2023-05-22T03:41:22.800Z,9b35fc9978641bc727fa0e86ecd6aba18066093d,7a8945d4-a287-4e6c-b494-a73c90e7c5de,2017
FM-5205-CA,5205,CA,FM,2017-09-05 00:00:00+00:00,2017,Fire,2017-08-29 00:00:00+00:00,2017-09-19 00:00:00+00:00,,False,06,107,99107,Tulare (County),17097,,2023-05-22T03:41:22.800Z,07dba6c0e91ce8cddd69e4062d0e890199e31838,2f92b0ba-5abe-4073-97ff-fa947b9110eb,2017
FM-5204-CA,5204,CA,FM,2017-09-04 00:00:00+00:00,2017,Fire,2017-09-04 00:00:00+00:00,2017-09-15 00:00:00+00:00,,False,06,039,99039,Madera (County),17093,,2023-05-22T03:41:22.800Z,435f0dfb823a254c9022b470a29144c143b2bb05,bd55ee7e-b52c-421c-8237-eb32119982fd,2017
FM-5202-CA,5202,CA,FM,2017-09-02 00:00:00+00:00,2017,Fire,2017-08-29 00:00:00+00:00,2017-09-15 00:00:00+00:00,,False,06,039,99039,Madera (County),17092,,2023-05-22T03:41:22.800Z,65287c8658a65821a6ca7ef6c097b266751c615a,0e66628e-38ce-46b8-9d18-ead88c6c9803,2017
FM-5202-CA,5202,CA,FM,2017-09-02 00:00:00+00:00,2017,Fire,2017-08-29 00:00:00+00:00,2017-09-15 00:00:00+00:00,,False,06,043,99043,Mariposa (County),17092,,2023-05-22T03:41:22.800Z,dadc2cbe561e6f71d6c89252d140a5d66bec8ba6,9e9d1a41-cb4c-4c50-98ae-e273dbf66655,2017
FM-5201-CA,5201,CA,FM,2017-09-02 00:00:00+00:00,2017,Fire,2017-09-01 00:00:00+00:00,2017-09-10 00:00:00+00:00,,False,06,037,99037,Los Angeles (County),17091,,2023-05-22T03:41:22.800Z,a268ad4acf53b420f44e3a36d3a2e5506670f6ef,53a3485c-b59b-447d-80aa-97666433ed51,2017
FM-5200-WA,5200,WA,FM,2017-09-02 00:00:00+00:00,2017,Fire,2017-09-02 00:00:00+00:00,2017-09-22 00:00:00+00:00,,False,53,037,99037,Kittitas (County),17089,,2023-05-22T03:41:22.800Z,513442dbab173d4ac033bba878548d39922206cd,3de2507a-e358-4633-98b6-e1e9f9056dac,2017
FM-5199-CA,5199,CA,FM,2017-09-01 00:00:00+00:00,2017,Fire,2017-08-30 00:00:00+00:00,2017-09-25 00:00:00+00:00,,False,06,105,99105,Trinity (County),17087,,2023-05-22T03:41:22.800Z,47efe282b30a346c973bea67515885977d776ecd,0a3effcf-5e3d-41c2-b52e-65956de0d016,2017
FM-5195-OR,5195,OR,FM,2017-08-04 00:00:00+00:00,2017,Fire,2017-08-03 00:00:00+00:00,2017-08-05 00:00:00+00:00,,False,41,035,99035,Klamath (County),17074,,2023-05-22T03:41:22.800Z,9e2240a4cd681f8047f798bfe49a1b9141e11a65,28d54a35-9a3f-49ab-aaf8-9422b2aab353,2017
FM-5194-MT,5194,MT,FM,2017-07-27 00:00:00+00:00,2017,Fire,2017-07-20 00:00:00+00:00,2017-07-27 00:00:00+00:00,,False,30,033,99033,Garfield (County),17072,,2023-05-22T03:41:22.800Z,ddca2ae2f06a9c4fd6a887d4b083b1d1ff2fc80a,94c6a933-c245-458b-b68a-6ade960372c8,2017
FM-5194-MT,5194,MT,FM,2017-07-27 00:00:00+00:00,2017,Fire,2017-07-20 00:00:00+00:00,2017-07-27 00:00:00+00:00,,False,30,069,99069,Petroleum (County),17072,,2023-05-22T03:41:22.800Z,791d097fcabc0c8e7be9717c579cf8d3d1e235ad,06adaaa7-76c7-4adb-9de5-9b9f56f3c754,2017
FM-5193-NV,5193,NV,FM,2017-07-25 00:00:00+00:00,2017,Fire,2017-07-24 00:00:00+00:00,2017-07-29 00:00:00+00:00,,False,32,005,99005,Douglas (County),17070,,2023-05-22T03:41:22.800Z,bc8afcf11383f26c534583e46c37b3cb24ef4f6c,640207ef-751d-4905-8572-1825ebd95bc7,2017
FM-5192-CA,5192,CA,FM,2017-07-17 00:00:00+00:00,2017,Fire,2017-07-16 00:00:00+00:00,2017-08-01 00:00:00+00:00,,False,06,043,99043,Mariposa (County),17065,,2023-05-22T03:41:22.800Z,d8b250e2ad125a6f4d302be45bdcc525b32dd191,843fac71-b563-404f-b32a-b6992f591261,2017
FM-5191-NV,5191,NV,FM,2017-07-17 00:00:00+00:00,2017,Fire,2017-07-17 00:00:00+00:00,2017-07-20 00:00:00+00:00,,False,32,007,99007,Elko (County),17066,,2023-05-22T03:41:22.800Z,502a5781bc974f9f31226ab390714aea535d3b64,0f6866ff-52ba-4e3e-ad4e-1eedd31c10c4,2017
FM-5190-NV,5190,NV,FM,2017-07-14 00:00:00+00:00,2017,Fire,2017-07-14 00:00:00+00:00,2017-07-15 00:00:00+00:00,2020-09-30T00:00:00.000Z,False,32,031,99031,Washoe (County),17064,,2023-05-22T03:41:22.800Z,eccf685382a1bf0d0d7ec0ae5fa6d05f389bd9a7,03a634ed-1643-4b12-8a52-130a5609fec9,2017
FM-5189-CA,5189,CA,FM,2017-07-09 00:00:00+00:00,2017,Fire,2017-07-07 00:00:00+00:00,2017-07-17 00:00:00+00:00,,False,06,007,99007,Butte (County),17058,,2023-05-22T03:41:22.800Z,cb4682ca41e4d7f4145d3a97dca53bb66a0e22fa,2cb508f7-5ec0-42d7-bad4-056d172110b0,2017
FM-5188-AZ,5188,AZ,FM,2017-07-08 00:00:00+00:00,2017,Fire,2017-07-07 00:00:00+00:00,2017-07-12 00:00:00+00:00,2021-01-07T00:00:00.000Z,False,04,021,99021,Pinal (County),17060,,2023-05-22T03:41:22.800Z,42ef5e7888e890ba1d6d84b2090c4841e1e9068d,3ea1beab-55b0-40fb-9195-48c94f4680f5,2017
FM-5187-WA,5187,WA,FM,2017-06-28 00:00:00+00:00,2017,Fire,2017-06-27 00:00:00+00:00,2017-06-30 00:00:00+00:00,,False,53,077,99077,Yakima (County),17056,,2023-05-22T03:41:22.800Z,db1af295c6bea71d502195d1dd128f6607025da1,3f1889ae-2503-4535-ae5d-211818c450e0,2017
FM-5186-AZ,5186,AZ,FM,2017-06-25 00:00:00+00:00,2017,Fire,2017-06-24 00:00:00+00:00,2017-07-04 00:00:00+00:00,2020-05-06T00:00:00.000Z,False,04,025,99025,Yavapai (County),17057,,2023-05-22T03:41:22.800Z,b53c9456e5067ba862feab18e92dd2e4e377c576,95aa0c32-a42d-46c0-b1ba-d65adcfbe4a6,2017
FM-5185-UT,5185,UT,FM,2017-06-18 00:00:00+00:00,2017,Fire,2017-06-17 00:00:00+00:00,2017-07-11 00:00:00+00:00,,False,49,021,99021,Iron (County),17054,,2023-05-22T03:41:22.800Z,14a433fcc1a6959a331cd2c8b41b5ce849a92292,8cc57006-ff0e-44cc-862d-9ed0326120e8,2017
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,001,99001,Addison (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,be260e11f5cda6a8ce732c7ef535f83d5b4512d3,0ce246ef-b781-4042-b3ab-926a6a05edc8,2023
FM-5183-AZ,5183,AZ,FM,2017-06-11 00:00:00+00:00,2017,Fire,2017-06-07 00:00:00+00:00,2017-06-16 00:00:00+00:00,,False,04,003,99003,Cochise (County),17052,,2023-05-22T03:41:22.800Z,265af7afe6d77f7eb299b550cee43a692aca078b,1be5b49c-17e5-4629-806d-a5a27abeff3b,2017
FM-5182-WA,5182,WA,FM,2017-05-23 00:00:00+00:00,2017,Fire,2017-05-23 00:00:00+00:00,2017-05-27 00:00:00+00:00,,False,53,007,99007,Chelan (County),17046,,2023-05-22T03:41:22.800Z,de24d6b596fb104d5848b3360a5615986dbd0c3d,a56558f3-347c-4156-b287-11a64c098f21,2017
FM-5181-GA,5181,GA,FM,2017-05-08 00:00:00+00:00,2017,Fire,2017-05-06 00:00:00+00:00,2017-07-10 00:00:00+00:00,2020-06-08T00:00:00.000Z,False,13,049,99049,Charlton (County),17041,,2023-05-22T03:41:22.800Z,c3573b4053e2703258a0f0f3d542aab023c7a38b,4ef0fd90-76cb-420c-9703-cc364862335f,2017
FM-5181-GA,5181,GA,FM,2017-05-08 00:00:00+00:00,2017,Fire,2017-05-06 00:00:00+00:00,2017-07-10 00:00:00+00:00,2020-06-08T00:00:00.000Z,False,13,065,99065,Clinch (County),17041,,2023-05-22T03:41:22.800Z,9f4da919b676268e47500d4d91ec23d0581db081,d7749910-8d0e-40ee-9ca0-fc7a9ce1755a,2017
FM-5181-GA,5181,GA,FM,2017-05-08 00:00:00+00:00,2017,Fire,2017-05-06 00:00:00+00:00,2017-07-10 00:00:00+00:00,2020-06-08T00:00:00.000Z,False,13,299,99299,Ware (County),17041,,2023-05-22T03:41:22.800Z,be30bcf104b4d6def340ca831179ee15ef49cf7f,1c3065ab-d917-4b56-aa6f-d9c07067a144,2017
FM-5180-FL,5180,FL,FM,2017-04-22 00:00:00+00:00,2017,Fire,2017-04-21 00:00:00+00:00,2017-06-09 00:00:00+00:00,2019-08-21T00:00:00.000Z,False,12,105,99105,Polk (County),17038,,2023-05-22T03:41:22.800Z,70e37371919fd05373fe95ca0fea9997d1de0c9b,2c4f7f51-0064-49ee-a209-e97e5b26fedd,2017
FM-5179-FL,5179,FL,FM,2017-04-22 00:00:00+00:00,2017,Fire,2017-04-21 00:00:00+00:00,2017-05-11 00:00:00+00:00,2019-09-18T00:00:00.000Z,False,12,071,99071,Lee (County),17037,,2023-05-22T03:41:22.800Z,acc893b5bfb0fe4b8651a971ba6e6b4b8e7e879d,0ad0cd62-1199-44ea-806e-ae713da111a3,2017
FM-5178-FL,5178,FL,FM,2017-04-21 00:00:00+00:00,2017,Fire,2017-04-20 00:00:00+00:00,2017-06-05 00:00:00+00:00,,False,12,021,99021,Collier (County),17036,,2023-05-22T03:41:22.800Z,eacf26e0f24c0dc7325ecd3eab18d34c53d10989,0a9d7890-5856-4605-bf74-a4d5c130d018,2017
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,003,99003,Bennington (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,f59c6ddafd99f6f8452a76405a6e207177d5f6ff,5145387b-245b-4a9d-a6a3-cb9cf0c4fe01,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,009,99009,Essex (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,b0b5929774ba19fff983ccacd8954947e11bfb38,66faba6a-af15-4ec5-83bf-069408a0ae31,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,011,99011,Franklin (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,85ba128e42bff2df3d4230ed1e28b2462df3a0b8,c86797d3-46c5-496b-a04f-de5a3f9e63df,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,013,99013,Grand Isle (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,2ab45f2fdf64b95afc327d601fa1fdd6946c43e6,df7cafae-c180-42ab-a126-4fe5169576e4,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,005,99005,Caledonia (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,031042494b63d116868012d97d3515362da6a3e0,7e3dd2e0-0cf1-46f1-a4eb-6098c1be37e0,2023
FM-5176-KS,5176,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,033,99033,Comanche (County),17020,,2023-05-22T03:41:22.800Z,23b81d80e9e1f2d8ca7cfd9f6f4778146195ec89,385cbccc-bde6-4da5-a4d0-e4118c696285,2017
FM-5175-KS,5175,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,163,99163,Rooks (County),17023,,2023-05-22T03:41:22.800Z,38edc53d969ea855696a7c78b35448abda328512,af1087db-ce9e-4cd2-89c4-a72a37462659,2017
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,007,99007,Chittenden (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,27ba994a91fd991c6ab50ef2f67c32198848f886,18805d69-cf07-4f9a-b17d-11ce2a438f51,2023
FM-5173-KS,5173,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,057,99057,Ford (County),17024,,2023-05-22T03:41:22.800Z,0bc39f968a430a83999f2e359b2102872a890b7a,87177282-a0f3-4acf-aa08-b8102e4c6337,2017
FM-5172-KS,5172,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,053,99053,Ellsworth (County),17025,,2023-05-22T03:41:22.800Z,c3e5afbd7e08c00c8836444070643caaa0cf33f6,0abea5b6-04d2-4ab1-b05e-9aa5d221d44b,2017
FM-5172-KS,5172,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,105,99105,Lincoln (County),17025,,2023-05-22T03:41:22.800Z,8413afd24460eb87a403f6477433303068dbbf74,cc0a308e-f168-44c3-a7fd-7f13e94aea49,2017
FM-5172-KS,5172,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,167,99167,Russell (County),17025,,2023-05-22T03:41:22.800Z,44481e128066df2757f6eeac8ebfc4d8eb275976,992f2b90-2a76-4456-8eb1-7a785f361f81,2017
FM-5171-KS,5171,KS,FM,2017-03-06 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,2021-06-03T00:00:00.000Z,False,20,025,99025,Clark (County),17022,,2023-05-22T03:41:22.800Z,094ea405bfb526b80086f49248cd64b7c3a66f44,414cef65-2eb2-46b1-939d-6f023f596781,2017
FM-5170-KS,5170,KS,FM,2017-03-05 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,,False,20,113,99113,McPherson (County),17026,,2023-05-22T03:41:22.800Z,51c7678b7528680210ce8b0a928dfcccc1370331,3b554b06-27d7-47a6-9cd3-b678abb69d76,2017
FM-5170-KS,5170,KS,FM,2017-03-05 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,,False,20,155,99155,Reno (County),17026,,2023-05-22T03:41:22.800Z,80681df3aeb64945f11b6941b29485641bc03894,c5219c97-2468-4925-a7e7-a7cfb5b5f882,2017
FM-5170-KS,5170,KS,FM,2017-03-05 00:00:00+00:00,2017,Fire,2017-03-04 00:00:00+00:00,2017-03-15 00:00:00+00:00,,False,20,159,99159,Rice (County),17026,,2023-05-22T03:41:22.800Z,43001d6b3ec5a929c78ca18485ac8092252ef5b0,5229e1a6-7862-4e8b-9b4e-dd7358764e05,2017
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,015,99015,Lamoille (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,2f0ae9de32a1cee9d843ba80068ea84aacf430e0,a3724e10-e6fc-43e3-b93a-7e5ab26ded75,2023
FM-5168-OK,5168,OK,FM,2017-02-12 00:00:00+00:00,2017,Fire,2017-02-12 00:00:00+00:00,,,False,40,027,99027,Cleveland (County),17012,,2023-05-22T03:41:22.800Z,b5411cd160a9e5c748c7be2e623f1cbebde5c0df,2f1835cd-23ff-44d4-bf48-d1208b9c7744,2017
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,017,99017,Orange (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,a4e8c3df0f58d99beafc02fa4bfc582389505a25,9be61877-e160-4082-88c4-81e34a1997fe,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,019,99019,Orleans (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,31af0a146f09cc4c6072203e5eebca73d420342d,42b00497-3bb4-4763-85ed-15edc0ba28f3,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,021,99021,Rutland (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,e862ffca6223f375b659a2233546d50bc3a5405d,fcba01aa-3676-49f0-a4d8-f4c75a6a8df1,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,023,99023,Washington (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,95f1bdbee730cbd4f17e3aab497b30c805e45f31,d966d205-8ee5-4ec0-98de-396c7709d7ee,2023
DR-4720-VT,4720,VT,DR,2023-07-14 00:00:00+00:00,2023,Flood,2023-07-07 00:00:00+00:00,2023-07-21 00:00:00+00:00,,False,50,025,99025,Windham (County),23072,2023-10-31T00:00:00.000Z,2023-10-11T14:41:24.958Z,e3fcc11e833f6e9f51930b71a96ced08ab98af8e,3a7f945e-35e3-4782-b388-aba8cafbc48e,2023
FM-5163-GA,5163,GA,FM,2016-11-13 00:00:00+00:00,2017,Fire,2016-11-13 00:00:00+00:00,2016-12-02 00:00:00+00:00,2023-01-09T00:00:00.000Z,False,13,083,99083,Dade (County),16118,,2023-05-22T03:41:22.800Z,4d4e7708ee2b7ca2b1c387f6eebbcd9b33428626,19a1db9c-aefe-4754-a4f2-9137244872b0,2016
FM-5161-NC,5161,NC,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,,False,37,021,99021,Buncombe (County),16116,,2023-05-22T03:41:22.800Z,bc82ca44b539ac0ff1aae4c261177dc17691a730,0de2e68c-c587-49a7-b92f-21bf3781b6a5,2016
FM-5161-NC,5161,NC,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,,False,37,089,99089,Henderson (County),16116,,2023-05-22T03:41:22.800Z,426e3bb084296359c20348251de0fcdda1fc15bf,b735373b-37db-4294-85aa-c93aa2e0b9e5,2016
FM-5161-NC,5161,NC,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,,False,37,161,99161,Rutherford (County),16116,,2023-05-22T03:41:22.800Z,bfe7bef8f288e8e1dce4a863bca7130059a252b7,0e890086-05bf-4688-8048-a66b8aadc06e,2016
FM-5160-TN,5160,TN,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,2019-09-17T00:00:00.000Z,False,47,007,99007,Bledsoe (County),16115,,2023-05-22T03:41:22.800Z,383a361000e067c7ad9b8ef61db201d23915eb8b,79d17909-0188-4caa-85ee-e3c5615a036e,2016
FM-5160-TN,5160,TN,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,2019-09-17T00:00:00.000Z,False,47,065,99065,Hamilton (County),16115,,2023-05-22T03:41:22.800Z,058d13b82ff8447a51ec5a869347c679bc202726,b2c463d4-06af-41d7-9391-b65aabd7b99a,2016
FM-5160-TN,5160,TN,FM,2016-11-11 00:00:00+00:00,2017,Fire,2016-11-11 00:00:00+00:00,2016-11-29 00:00:00+00:00,2019-09-17T00:00:00.000Z,False,47,153,99153,Sequatchie (County),16115,,2023-05-22T03:41:22.800Z,7cb5b6a0358007bd868e8863fd10f7b5866510bb,1e6e1cb4-0bfa-4781-8c69-bd89fb01a15e,2016
FM-5159-TN,5159,TN,FM,2016-11-09 00:00:00+00:00,2017,Fire,2016-11-05 00:00:00+00:00,2016-12-03 00:00:00+00:00,2023-03-16T00:00:00.000Z,False,47,065,99065,Hamilton (County),16114,,2023-05-22T03:41:22.800Z,351317f3d4387347ea6c349919345f6d225bca71,1c4bc35c-f855-4c8b-93a8-56de19e61747,2016
FM-5158-KY,5158,KY,FM,2016-11-08 00:00:00+00:00,2017,Fire,2016-11-08 00:00:00+00:00,2016-11-21 00:00:00+00:00,,False,21,025,99025,Breathitt (County),16113,,2023-05-22T03:41:22.800Z,28486a120d2ca0aca265530f5eb27ed205bb5f8d,90c2ef19-8250-464e-9275-7a3fb5ecbb22,2016
FM-5157-CO,5157,CO,FM,2016-10-17 00:00:00+00:00,2017,Fire,2016-10-17 00:00:00+00:00,2016-10-26 00:00:00+00:00,2020-04-20T00:00:00.000Z,False,08,027,99027,Custer (County),16107,,2023-05-22T03:41:22.800Z,eb864714e5cb35d32aa7c0018669afbbcd318474,1262992d-89f5-480a-b606-7f7132bf5d57,2016
FM-5157-CO,5157,CO,FM,2016-10-17 00:00:00+00:00,2017,Fire,2016-10-17 00:00:00+00:00,2016-10-26 00:00:00+00:00,2020-04-20T00:00:00.000Z,False,08,101,99101,Pueblo (County),16107,,2023-05-22T03:41:22.800Z,5166d559aba8ea17949fd4efb03173ba49c2a81f,17b7e48e-19cc-40fd-a0d9-27d7223bbd3b,2016
FM-5156-NV,5156,NV,FM,2016-10-14 00:00:00+00:00,2017,Fire,2016-10-14 00:00:00+00:00,2016-10-31 00:00:00+00:00,,False,32,031,99031,Washoe (County),16106,,2023-05-22T03:41:22.800Z,b9c6aa9cc02028ea7d24c1c6eedee63f3cf41fea,3fd657eb-909d-45d7-bcb5-d7832dbfea10,2016
